Sort Order,Investment_ID,Investment_Name,Program_Form_Set_ID,Program_Form_Set_Name,Agency_ID,Agency_Name,Program_ID,Program_Name,Impact_Area_ID,Impact_Area,Outcome_Type_ID,Outcome_Type_Name,Standard_Outcome_ID,Strategy_ID,Strategy_Name,Outcome_Indicator_Type_ID,Outcome_Indicator_Type_Name,Standard_Outcome_Indicator_ID,Outcome_Indicator_ID,Outcome_Indicator_Name,Form_Status,Form_Section_ID,Form_Section_Header,Unique Count July 2019,Unique Count August 2019,Unique Count September 2019,Annual Target 2019 (if applicable)
496,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12978,Write In,11486,631416,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14896,How MUCH did we do?,0,932771,% of individuals participating in training who report increased willingness to report child abuse,Submitted,135352,How Much,70,91,100,
497,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24333,Indicator 1,18486,Agency Y,73113,Agency Y Program 1,2530,Ready Children,12978,Write In,11486,631416,"Expand access to child and adult mental health, substance abuse, domestic violence and respite care services (1.1)",14896,How MUCH did we do?,0,932763,% of non-offending caregivers reporting a clearer understanding of investigative process and reduction in anxiety/stress about investigation,Submitted,135352,How Much,56,64,70,
1232,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18486,Agency Y,73264,Agency Y Program 2,2531,Successful Students,12977,Strategy,11871,632021,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14845,Is anyone BETTER OFF?,21931,935209,# & % of systems demonstrating a reduction in disciplinary referrals after achievement of system level changes (Better Off) SSIC 2.2B,Submitted,135358,Better Off,0,0,0,6
1233,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18486,Agency Y,73264,Agency Y Program 2,2531,Successful Students,12977,Strategy,11871,632021,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14845,Is anyone BETTER OFF?,21933,935210,# & % of systems sustaining a reduction in disciplinary referrals after achievement of system level changes (Better Off) SSIC 2.2B,Submitted,135358,Better Off,0,0,0,2
1234,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18486,Agency Y,73264,Agency Y Program 2,2531,Successful Students,12977,Strategy,11871,632021,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14843,How MUCH did we do?,21929,935207,# of systems engaged on reform (How Much) SSIC 2.2B,Submitted,135352,How Much,2,4,4,10
1235,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18486,Agency Y,73264,Agency Y Program 2,2531,Successful Students,12977,Strategy,11871,632021,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14843,How MUCH did we do?,21936,935212,"% change in disciplinary referral rate (In-School Suspension, Out-of-School Suspension, and/or to a Disciplinary Alternative Education Program) (Better Off) SSIC 2.2B",Submitted,135352,How Much,0,0,0,
1236,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18486,Agency Y,73264,Agency Y Program 2,2531,Successful Students,12977,Strategy,11871,632021,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14843,How MUCH did we do?,21930,935208,"% of students with disciplinary referrals (In-School Suspension, Out-of-School Suspension, and/or to a Disciplinary Alternative Education Program) (How Much) SSIC 2.2B",Submitted,135352,How Much,0,0,0,
1237,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18486,Agency Y,73264,Agency Y Program 2,2531,Successful Students,12977,Strategy,11871,632021,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14843,How MUCH did we do?,21935,935211,"% of students with disciplinary referrals (In-School Suspension, Out-of-School Suspension, and/or to a Disciplinary Alternative Education) Program after achievement of system level changes (Better Off) SSIC 2.2B",Submitted,135352,How Much,0,0,0,
1238,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18486,Agency Y,73264,Agency Y Program 2,2531,Successful Students,12978,Write In,11871,632022,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14896,How MUCH did we do?,0,935213,# of systems worked with on reform of disciplinary practices completing implementation of one or more system level changes,Submitted,135352,How Much,0,0,0,6
1239,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18486,Agency Y,73264,Agency Y Program 2,2531,Successful Students,12978,Write In,11871,632022,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14896,How MUCH did we do?,0,935215,# of systems worked with on reform of disciplinary practices sustaining implementation of one or more system level changes,Submitted,135352,How Much,0,0,0,2
1240,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18486,Agency Y,73264,Agency Y Program 2,2531,Successful Students,12978,Write In,11871,632022,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14896,How MUCH did we do?,0,935214,% of systems worked with on reform of disciplinary practices completing implementation of one or more system level changes,Submitted,135352,How Much,0,0,0,6
1241,15798,Impact Councils - Impact Council Reporting - Successful Students Impact Council,24373,Indicator 2.2 Strategy 2.2A & 2.2B,18486,Agency Y,73264,Agency Y Program 2,2531,Successful Students,12978,Write In,11871,632022,Develop advocacy programs for students referred for disciplinary/behavior reasons and secure services for families. (Indicator 2.2B),14896,How MUCH did we do?,0,935216,% of systems worked with on reform of disciplinary practices sustaining implementation of one or more system level changes,Submitted,135352,How Much,0,0,0,2
677,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18473,Agency Z,73211,Agency Z Program 1,2530,Ready Children,12977,Strategy,11849,631668,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14844,How WELL did we do it?,21582,933699,# & % of recruited children 0-5 screened on social/emotional development (How Well),Allow Revision,135360,How Well,63,,0,720
678,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18473,Agency Z,73211,Agency Z Program 1,2530,Ready Children,12977,Strategy,11849,631668,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14844,How WELL did we do it?,21584,933701,# & % of screened children 0-5 referred to appropriate services based on screening results (How Well),Allow Revision,135360,How Well,53,,0,720
679,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18473,Agency Z,73211,Agency Z Program 1,2530,Ready Children,12977,Strategy,11849,631668,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14844,How WELL did we do it?,21587,933704,# & % of screened children receiving appropriate services for identified social/emotional needs (How Well),Allow Revision,135360,How Well,53,,0,720
680,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18473,Agency Z,73211,Agency Z Program 1,2530,Ready Children,12977,Strategy,11849,631668,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14843,How MUCH did we do?,21580,933697,# of children 0-5 recruited for screenings on social/emotional development (How Much),Allow Revision,135352,How Much,63,,0,900
681,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18473,Agency Z,73211,Agency Z Program 1,2530,Ready Children,12977,Strategy,11849,631668,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14843,How MUCH did we do?,21583,933700,# of children 0-5 referred to appropriate services based on screening results (How Much),Allow Revision,135352,How Much,53,,0,720
682,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18473,Agency Z,73211,Agency Z Program 1,2530,Ready Children,12977,Strategy,11849,631668,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14843,How MUCH did we do?,21581,933698,# of children 0-5 screened on social/emotional development (How Much),Allow Revision,135352,How Much,53,,0,720
683,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18473,Agency Z,73211,Agency Z Program 1,2530,Ready Children,12977,Strategy,11849,631668,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14843,How MUCH did we do?,21585,933702,# of children receiving appropriate services for identified social/emotional needs from other partners. (How Much),Allow Revision,135352,How Much,0,,0,
684,15797,Impact Councils - Impact Council Reporting - Ready Children Impact Council,24412,Indicator 4,18473,Agency Z,73211,Agency Z Program 1,2530,Ready Children,12977,Strategy,11849,631668,Conduct early developmental social/emotional screenings for more children ages 0 to 5 (4.1),14843,How MUCH did we do?,21586,933703,# of children receiving appropriate services for identified social/emotional needs from services provided in PCEP (How Much),Allow Revision,135352,How Much,0,,0,
